SvName,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,Constellation,GpsTimeNanos,UnixTime,Epoch,tRxGnssNanos,GpsWeekNumber,tRxSeconds,tTxSeconds,prSeconds,PrM,PrSigmaM,sv,t_k,delT_sv,x_k,y_k,z_k,Pos.X,Pos.Y,Pos.Z,Lat,Lon,Alt
G21,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416,14.997634025348816,-35.40541347545178,9.755804039025334,8,21,0.0,16399,579234353772959,8,46.6,-312.8106384277344,0.02870025485754013,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.08,41.6,0.0,0.0,,,C,338430125821718,G,1.3970624344260419e+18,2024-04-13 16:53:54.426041856+00:00,3,1.3970624344260416e+18,2309.0,579234.4260416031,579234.3537729591,0.07226864399854094,21665594.420649536,2.3983396640000003,G21,3234.35377295909,0.00012735600819766473,15758766.173984352,1898837.2765154084,21854998.82573954,4435063.317915991,3084401.0151327406,3374450.8671727204,32.16415294241704,34.81699779912142,-2636.3182520559058
G27,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416,14.997634025348816,-35.40541347545178,9.755804039025334,8,27,0.0,16399,579234351915795,13,41.8,572.9408569335938,0.035391952842473984,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.08,36.8,0.0,0.0,,,C,338430125821718,G,1.3970624344260419e+18,2024-04-13 16:53:54.426041856+00:00,3,1.3970624344260416e+18,2309.0,579234.4260416031,579234.351915795,0.07412580808158964,22222358.206016023,3.8973019540000005,G27,3234.351915795007,-1.8404700203727704e-05,23097202.325449765,13303562.906434841,-3024329.9853714406,4435063.317915991,3084401.0151327406,3374450.8671727204,32.16415294241704,34.81699779912142,-2636.3182520559058
G32,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416,14.997634025348816,-35.40541347545178,9.755804039025334,8,32,0.0,16399,579234354377968,6,48.5,280.737060546875,0.026305874809622765,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.08,43.5,0.0,0.0,,,C,338430125821718,G,1.3970624344260419e+18,2024-04-13 16:53:54.426041856+00:00,3,1.3970624344260416e+18,2309.0,579234.4260416031,579234.354377968,0.07166363508440554,21484217.311168976,1.7987547480000003,G32,3234.354377968004,-0.0006180522770380852,7804106.307497054,17847266.73796886,18356013.276138343,4435063.317915991,3084401.0151327406,3374450.8671727204,32.16415294241704,34.81699779912142,-2636.3182520559058
G28,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416,14.997634025348816,-35.40541347545178,9.755804039025334,8,28,0.0,81935,579234346606627,18,25.7,-475.5982971191406,1.9105000495910645,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.16,20.7,-7861.56787109375,6.028910160064697,,,Q,338430125821718,G,1.3970624344260419e+18,2024-04-13 16:53:54.426041856+00:00,3,1.3970624344260416e+18,2309.0,579234.4260416031,579234.346606627,0.07943497609812766,23814006.73562894,5.396264244000001,G28,3234.3466066269903,-0.00020190934720882789,5168924.809042597,25826449.37859963,-3453295.7093686997,4435063.317915991,3084401.0151327406,3374450.8671727204,32.16415294241704,34.81699779912142,-2636.3182520559058
G02,1713027217426,332435420000000,18,0.0,-1396730000006041776,-0.1988937854766845,14.65101922804024,-34.16607647959799,9.64755784952282,8,02,0.0,16399,579235349710015,14,40.9,-473.1712341308594,0.6103767156600952,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.63,35.9,0.0,0.0,,,C,338431119621979,G,1.3970624354260419e+18,2024-04-13 16:53:55.426041856+00:00,4,1.3970624354260416e+18,2309.0,579235.4260416031,579235.349710015,0.07633158809039742,22883634.41666377,4.197094412,G02,3235.349710014998,-0.00045398249142938505,14634640.578020563,-4871100.385080923,22088706.094381887,4436895.1879622545,3085311.0287732314,3376332.441847925,32.168802465839256,34.81382971182567,78.31220992654562
G03,1713027217426,332435420000000,18,0.0,-1396730000006041776,-0.1988937854766845,14.65101922804024,-34.16607647959799,9.64755784952282,8,03,0.0,16399,579235346004211,80,26.1,-469.654296875,2.495500087738037,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.63,21.1,0.0,0.0,,,C,338431119621979,G,1.3970624354260419e+18,2024-04-13 16:53:55.426041856+00:00,4,1.3970624354260416e+18,2309.0,579235.4260416031,579235.346004211,0.08003739209380001,23994606.50771007,23.983396640000002,G03,3235.3460042109946,0.0003086429589649007,23139970.13875702,-12054947.730469286,4452366.880521359,4436895.1879622545,3085311.0287732314,3376332.441847925,32.168802465839256,34.81382971182567,78.31220992654562
G08,1713027217426,332435420000000,18,0.0,-1396730000006041776,-0.1988937854766845,14.65101922804024,-34.16607647959799,9.64755784952282,8,08,0.0,16399,579235355448288,17,38.7,212.0243377685547,1.7494374513626099,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.63,33.7,0.0,0.0,,,C,338431119621979,G,1.3970624354260419e+18,2024-04-13 16:53:55.426041856+00:00,4,1.3970624354260416e+18,2309.0,579235.4260416031,579235.355448288,0.07059331506025046,21163343.440280903,5.096471786,G08,3235.355448288028,0.00011965825030028351,25027022.07980099,4786444.359818455,8126078.1321030455,4436895.1879622545,3085311.0287732314,3376332.441847925,32.168802465839256,34.81382971182567,78.31220992654562
G10,1713027217426,332435420000000,18,0.0,-1396730000006041776,-0.1988937854766845,14.65101922804024,-34.16607647959799,9.64755784952282,8,10,0.0,16399,579235349843486,11,43.5,385.43011474609375,0.6075793504714966,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.63,38.5,0.0,0.0,,,C,338431119621979,G,1.3970624354260419e+18,2024-04-13 16:53:55.426041856+00:00,4,1.3970624354260416e+18,2309.0,579235.4260416031,579235.349843486,0.07619811710901558,22843620.823083635,3.2977170380000005,G10,3251.3498434859794,-8.485821955907234e-06,-1628640.3109857654,17333011.334937595,20167035.457994778,4436895.1879622545,3085311.0287732314,3376332.441847925,32.168802465839256,34.81382971182567,78.31220992654562
G21,1713027217426,332435420000000,18,0.0,-1396730000006041776,-0.1988937854766845,14.65101922804024,-34.16607647959799,9.64755784952282,8,21,0.0,16399,579235353774012,9,45.4,-313.5313415527344,0.029309194535017014,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.63,40.4,0.0,0.0,,,C,338431119621979,G,1.3970624354260419e+18,2024-04-13 16:53:55.426041856+00:00,4,1.3970624354260416e+18,2309.0,579235.4260416031,579235.3537740121,0.07226759102195501,21665278.746210627,2.6981321220000005,G21,3235.3537740120664,0.00012735600660604733,15759204.390443947,1901457.532013134,21854542.97611644,4436895.1879622545,3085311.0287732314,3376332.441847925,32.168802465839256,34.81382971182567,78.31220992654562
G27,1713027217426,332435420000000,18,0.0,-1396730000006041776,-0.1988937854766845,14.65101922804024,-34.16607647959799,9.64755784952282,8,27,0.0,16399,579235351913894,14,40.1,572.9171142578125,0.03649565577507019,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.63,35.1,0.0,0.0,,,C,338431119621979,G,1.3970624354260419e+18,2024-04-13 16:53:55.426041856+00:00,4,1.3970624354260416e+18,2309.0,579235.4260416031,579235.3519138941,0.07412770902737975,22222928.095226966,4.197094412,G27,3235.351913894061,-1.8404702477460135e-05,23096790.083593793,13303627.79171246,-3027451.0421316437,4436895.1879622545,3085311.0287732314,3376332.441847925,32.168802465839256,34.81382971182567,78.31220992654562
